ID_pose,Step
171,Step 3: Lie on your stomach with arms stretched sideways.
171,"Step 4: Lift head, chest, arms, and legs off the floor."
171,Step 5: Extend through fingertips and toes.
171,Step 6: Keep gaze at the screen.
172,"Step 1: Start in standing forward position, facing the screen."
172,Step 2: Turn to the left so your left side faces the screen.
172,Step 3: Lie on your stomach with arms stretched sideways.
172,"Step 4: Lift head, chest, arms, and legs off the floor."
172,Step 5: Extend through fingertips and toes.
172,Step 6: Keep gaze at the screen.
173,"Step 1: Start in standing forward position, facing the screen."
173,Step 2: Turn to the right so your right side faces the screen.
173,Step 3: Sit with legs extended straight forward.
173,Step 4: Bend knees and bring feet near the groin.
173,Step 5: Thread arms under legs and clasp hands behind back.
173,"Step 6: Fold forward slightly, gaze at the screen."
174,"Step 1: Start in standing forward position, facing the screen."
174,Step 2: Turn to the left so your left side faces the screen.
174,Step 3: Sit with legs extended straight forward.
174,Step 4: Bend knees and bring feet near the groin.
174,Step 5: Thread arms under legs and clasp hands behind back.
174,"Step 6: Fold forward slightly, gaze at the screen."
175,"Step 1: Start in standing forward position, facing the screen."
175,Step 2: Turn to the right so your right side faces the screen.
175,Step 3: Lie on your stomach with legs extended back.
175,Step 4: Place palms beside chest and press down.
175,Step 5: Lift chest and extend arms partially.
175,Step 6: Keep elbows bent and gaze at the screen.
176,"Step 1: Start in standing forward position, facing the screen."
176,Step 2: Turn to the left so your left side faces the screen.
176,Step 3: Lie on your stomach with legs extended back.
176,Step 4: Place palms beside chest and press down.
176,Step 5: Lift chest and extend arms partially.
176,Step 6: Keep elbows bent and gaze at the screen.
177,"Step 1: Start in standing forward position, facing the screen."
177,Step 2: Turn to the right so your right side faces the screen.
177,Step 3: Lie on your stomach with forearms on the floor.
177,"Step 4: Elbows under shoulders, forearms parallel."
177,Step 5: Lift chest and press pubic bone into mat.
177,Step 6: Gaze slightly forward toward the screen.
178,"Step 1: Start in standing forward position, facing the screen."
178,Step 2: Turn to the left so your left side faces the screen.
178,Step 3: Lie on your stomach with forearms on the floor.
178,"Step 4: Elbows under shoulders, forearms parallel."
178,Step 5: Lift chest and press pubic bone into mat.
178,Step 6: Gaze slightly forward toward the screen.
179,"Step 1: Start in standing forward position, facing the screen."
179,Step 2: Turn to the right so your right side faces the screen.
179,Step 3: Sit with legs wide apart.
179,Step 4: Bend knees slightly and slide arms under thighs.
179,"Step 5: Fold torso forward, resting chin on floor if possible."
179,Step 6: Keep gaze at the screen.
180,"Step 1: Start in standing forward position, facing the screen."
180,Step 2: Turn to the left so your left side faces the screen.
180,Step 3: Sit with legs wide apart.
180,Step 4: Bend knees slightly and slide arms under thighs.
180,"Step 5: Fold torso forward, resting chin on floor if possible."
180,Step 6: Keep gaze at the screen.
181,"Step 1: Start in standing forward position, facing the screen."
181,Step 2: Turn to the right so your right side faces the screen.
181,Step 3: Come onto hands and knees in tabletop position.
181,"Step 4: Keep wrists under shoulders, knees under hips."
181,Step 5: Maintain flat back and steady gaze at the screen.
182,"Step 1: Start in standing forward position, facing the screen."
182,Step 2: Turn to the left so your left side faces the screen.
182,Step 3: Come onto hands and knees in tabletop position.
182,"Step 4: Keep wrists under shoulders, knees under hips."
182,Step 5: Maintain flat back and steady gaze at the screen.
183,"Step 1: Start in standing forward position, facing the screen."
183,Step 2: Turn to the right so your right side faces the screen.
183,Step 3: Kneel on floor with knees hip-width apart.
183,Step 4: Place hands on lower back or heels.
183,"Step 5: Lift chest, arch back, and let head fall back."
183,Step 6: Keep thighs vertical and gaze upward toward the screen.
184,"Step 1: Start in standing forward position, facing the screen."
184,Step 2: Turn to the left so your left side faces the screen.
184,Step 3: Kneel on floor with knees hip-width apart.
184,Step 4: Place hands on lower back or heels.
184,"Step 5: Lift chest, arch back, and let head fall back."
184,Step 6: Keep thighs vertical and gaze upward toward the screen.
185,"Step 1: Start in standing forward position, facing the screen."
185,Step 2: Turn to the right so your right side faces the screen.
185,Step 3: Come onto hands and knees with wrists under shoulders.
185,"Step 4: Round back upward, tucking chin to chest."
185,"Step 5: Press hands into floor, stretch spine fully."
185,Step 6: Gaze softly toward the screen.
186,"Step 1: Start in standing forward position, facing the screen."
186,Step 2: Turn to the left so your left side faces the screen.
186,Step 3: Come onto hands and knees with wrists under shoulders.
186,"Step 4: Round back upward, tucking chin to chest."
186,"Step 5: Press hands into floor, stretch spine fully."
186,Step 6: Gaze softly toward the screen.
187,"Step 1: Start in standing forward position, facing the screen."
187,Step 2: Turn to the right so your right side faces the screen.
187,Step 3: Come onto hands and knees with wrists under shoulders.
187,"Step 4: Arch back, drop belly, and lift chest upward."
187,Step 5: Gaze forward toward the screen.
188,"Step 1: Start in standing forward position, facing the screen."
188,Step 2: Turn to the left so your left side faces the screen.
188,Step 3: Come onto hands and knees with wrists under shoulders.
188,"Step 4: Arch back, drop belly, and lift chest upward."
188,Step 5: Gaze forward toward the screen.
189,"Step 1: Start in standing forward position, facing the screen."
189,Step 2: Turn to the right so your right side faces the screen.
189,"Step 3: Come onto hands and knees, lower forearms to floor."
189,"Step 4: Lift hips upward, straightening legs into an inverted V."
189,Step 5: Keep forearms pressing into mat and head relaxed.
189,Step 6: Gaze at the screen through legs.
190,"Step 1: Start in standing forward position, facing the screen."
190,Step 2: Turn to the left so your left side faces the screen.
190,"Step 3: Come onto hands and knees, lower forearms to floor."
190,"Step 4: Lift hips upward, straightening legs into an inverted V."
190,Step 5: Keep forearms pressing into mat and head relaxed.
190,Step 6: Gaze at the screen through legs.
191,"Step 1: Start in standing forward position, facing the screen."
191,Step 2: Turn to the right so your right side faces the screen.
191,Step 3: Come onto hands and knees with wrists under shoulders.
191,"Step 4: Lift hips upward, straighten legs into an inverted V."
191,Step 5: Press heels toward floor and stretch arms long.
191,"Step 6: Relax head between arms, gaze toward the screen."
192,"Step 1: Start in standing forward position, facing the screen."
192,Step 2: Turn to the left so your left side faces the screen.
192,Step 3: Come onto hands and knees with wrists under shoulders.
192,"Step 4: Lift hips upward, straighten legs into an inverted V."
192,Step 5: Press heels toward floor and stretch arms long.
192,"Step 6: Relax head between arms, gaze toward the screen."
193,"Step 1: Start in standing forward position, facing the screen."
193,Step 2: Turn to the right so your right side faces the screen.
193,"Step 3: Lie face down with chin, chest, knees, and toes on floor."
193,Step 4: Keep hips lifted slightly.
193,Step 5: Elbows bent close to ribs.
193,Step 6: Gaze forward toward the screen.
194,"Step 1: Start in standing forward position, facing the screen."
194,Step 2: Turn to the left so your left side faces the screen.
194,"Step 3: Lie face down with chin, chest, knees, and toes on floor."
194,Step 4: Keep hips lifted slightly.
194,Step 5: Elbows bent close to ribs.
194,Step 6: Gaze forward toward the screen.
195,"Step 1: Start in standing forward position, facing the screen."
195,Step 2: Turn to the right so your right side faces the screen.
195,"Step 3: Step left foot forward, keeping right leg extended back."
195,Step 4: Bend left knee slightly and hinge forward.
195,Step 5: Extend arms back alongside hips or clasped.
195,Step 6: Gaze at the screen while balancing.
196,"Step 1: Start in standing forward position, facing the screen."
196,Step 2: Turn to the left so your left side faces the screen.
196,"Step 3: Step right foot forward, keeping left leg extended back."
196,Step 4: Bend right knee slightly and hinge forward.
196,Step 5: Extend arms back alongside hips or clasped.
196,Step 6: Gaze at the screen while balancing.
197,"Step 1: Start in standing forward position, facing the screen."
197,Step 2: Turn to the right so your right side faces the screen.
197,Step 3: Kneel on the floor with knees hip-width apart.
197,Step 4: Extend right leg to the side with foot flat.
197,Step 5: Stretch arms out to sides and lean torso right.
197,"Step 6: Rest right hand on leg, extend left arm overhead, gaze at the screen."
198,"Step 1: Start in standing forward position, facing the screen."
198,Step 2: Turn to the left so your left side faces the screen.
198,Step 3: Kneel on the floor with knees hip-width apart.
198,Step 4: Extend left leg to the side with foot flat.
198,Step 5: Stretch arms out to sides and lean torso left.
198,"Step 6: Rest left hand on leg, extend right arm overhead, gaze at the screen."
199,"Step 1: Start in standing forward position, facing the screen."
199,Step 2: Turn to the right so your right side faces the screen.
199,"Step 3: Step feet wide apart, toes pointing outward."
199,"Step 4: Bend knees deeply, lowering hips toward floor."
199,Step 5: Bring palms together at chest or extend arms.
199,Step 6: Keep spine upright and gaze at the screen.
200,"Step 1: Start in standing forward position, facing the screen."
200,Step 2: Turn to the left so your left side faces the screen.
200,"Step 3: Step feet wide apart, toes pointing outward."
200,"Step 4: Bend knees deeply, lowering hips toward floor."
200,Step 5: Bring palms together at chest or extend arms.
200,Step 6: Keep spine upright and gaze at the screen.
201,"Step 1: Start in standing forward position, facing the screen."
201,Step 2: Turn to the right so your right side faces the screen.
201,Step 3: Step left foot forward and bend left knee.
201,Step 4: Place both hands on floor inside left foot.
201,"Step 5: Extend right leg back, hips low."
201,Step 6: Keep gaze forward at the screen.
202,"Step 1: Start in standing forward position, facing the screen."
202,Step 2: Turn to the left so your left side faces the screen.
202,Step 3: Step right foot forward and bend right knee.
202,Step 4: Place both hands on floor inside right foot.
202,"Step 5: Extend left leg back, hips low."
202,Step 6: Keep gaze forward at the screen.
203,"Step 1: Start in standing forward position, facing the screen."
203,Step 2: Turn to the right so your right side faces the screen.
203,Step 3: Step left foot forward and bend left knee.
203,Step 4: Extend right leg back with toes tucked.
203,Step 5: Place hands on floor or thigh for support.
203,"Step 6: Keep chest lifted, gaze at the screen."
204,"Step 1: Start in standing forward position, facing the screen."
204,Step 2: Turn to the left so your left side faces the screen.
204,Step 3: Step right foot forward and bend right knee.
204,Step 4: Extend left leg back with toes tucked.
204,Step 5: Place hands on floor or thigh for support.
204,"Step 6: Keep chest lifted, gaze at the screen."
205,"Step 1: Start in standing forward position, facing the screen."
205,Step 2: Turn to the right so your right side faces the screen.
205,Step 3: Step left foot forward and bend left knee.
205,Step 4: Twist torso to the left side.
205,Step 5: Place hands on floor or in prayer position.
205,"Step 6: Keep chest lifted, gaze at the screen."
206,"Step 1: Start in standing forward position, facing the screen."
206,Step 2: Turn to the left so your left side faces the screen.
206,Step 3: Step right foot forward and bend right knee.
206,Step 4: Twist torso to the right side.
206,Step 5: Place hands on floor or in prayer position.
206,"Step 6: Keep chest lifted, gaze at the screen."
207,"Step 1: Start in standing forward position, facing the screen."
207,Step 2: Turn to the right so your right side faces the screen.
207,"Step 3: Step left foot forward, bend knee, and place shin on mat."
207,"Step 4: Extend right leg back, top of foot on floor."
207,Step 5: Square hips and lower torso over front leg.
207,"Step 6: Rest forearms or chest on floor, gaze at the screen."
208,"Step 1: Start in standing forward position, facing the screen."
208,Step 2: Turn to the left so your left side faces the screen.
208,"Step 3: Step right foot forward, bend knee, and place shin on mat."
208,"Step 4: Extend left leg back, top of foot on floor."
208,Step 5: Square hips and lower torso over front leg.
208,"Step 6: Rest forearms or chest on floor, gaze at the screen."
209,"Step 1: Start in standing forward position, facing the screen."
209,Step 2: Turn to the right so your right side faces the screen.
209,Step 3: Come onto hands and toes with body in a straight line.
209,Step 4: Keep wrists under shoulders and engage core.
209,"Step 5: Hold steady, gaze slightly forward toward the screen."
210,"Step 1: Start in standing forward position, facing the screen."
210,Step 2: Turn to the left so your left side faces the screen.
210,Step 3: Come onto hands and toes with body in a straight line.
210,Step 4: Keep wrists under shoulders and engage core.
210,"Step 5: Hold steady, gaze slightly forward toward the screen."
211,"Step 1: Start in standing forward position, facing the screen."
211,Step 2: Turn to the right so your right side faces the screen.
211,"Step 3: Sit with legs extended forward, hands behind hips."
211,"Step 4: Press hands and feet into floor, lifting hips upward."
211,"Step 5: Keep body in straight line, chest open, gaze upward to screen."
212,"Step 1: Start in standing forward position, facing the screen."
212,Step 2: Turn to the left so your left side faces the screen.
212,"Step 3: Sit with legs extended forward, hands behind hips."
212,"Step 4: Press hands and feet into floor, lifting hips upward."
212,"Step 5: Keep body in straight line, chest open, gaze upward to screen."
213,"Step 1: Start in standing forward position, facing the screen."
213,Step 2: Turn to the right so your right side faces the screen.
213,Step 3: Come into plank position with wrists under shoulders.
213,"Step 4: Bend elbows close to ribs, lowering halfway down."
213,"Step 5: Keep body straight, elbows at right angles."
213,Step 6: Gaze slightly forward at the screen.
214,"Step 1: Start in standing forward position, facing the screen."
214,Step 2: Turn to the left so your left side faces the screen.
214,Step 3: Come into plank position with wrists under shoulders.
214,"Step 4: Bend elbows close to ribs, lowering halfway down."
214,"Step 5: Keep body straight, elbows at right angles."
214,Step 6: Gaze slightly forward at the screen.
215,"Step 1: Start in standing forward position, facing the screen."
215,Step 2: Turn to the right so your right side faces the screen.
215,"Step 3: Sit on heels, tuck chin to chest."
215,Step 4: Fold forward placing crown of head on mat.
215,"Step 5: Lift hips upward, arms reaching back."
215,Step 6: Keep gaze toward knees or screen.
216,"Step 1: Start in standing forward position, facing the screen."
216,Step 2: Turn to the left so your left side faces the screen.
216,"Step 3: Sit on heels, tuck chin to chest."
216,Step 4: Fold forward placing crown of head on mat.
216,"Step 5: Lift hips upward, arms reaching back."
216,Step 6: Keep gaze toward knees or screen.
217,"Step 1: Start in standing forward position, facing the screen."
217,Step 2: Turn to the right so your right side faces the screen.
217,Step 3: Step left foot forward and bend knee.
217,"Step 4: Slide right arm under left thigh, placing hand on floor."
217,"Step 5: Extend left arm upward, reaching to screen."
217,"Step 6: Straighten left leg while balancing, gaze upward."
218,"Step 1: Start in standing forward position, facing the screen."
218,Step 2: Turn to the left so your left side faces the screen.
218,Step 3: Step right foot forward and bend knee.
218,"Step 4: Slide left arm under right thigh, placing hand on floor."
218,"Step 5: Extend right arm upward, reaching to screen."
218,"Step 6: Straighten right leg while balancing, gaze upward."
219,"Step 1: Start in standing forward position, facing the screen."
219,Step 2: Turn to the right so your right side faces the screen.
219,"Step 3: From plank, shift weight to right hand."
219,Step 4: Rotate body to stack feet and extend left arm upward.
219,"Step 5: Keep hips lifted, body in straight line."
219,Step 6: Gaze upward or at the screen.
220,"Step 1: Start in standing forward position, facing the screen."
220,Step 2: Turn to the left so your left side faces the screen.
220,"Step 3: From plank, shift weight to left hand."
220,Step 4: Rotate body to stack feet and extend right arm upward.
220,"Step 5: Keep hips lifted, body in straight line."
220,Step 6: Gaze upward or at the screen.
221,"Step 1: Start in standing forward position, facing the screen."
221,Step 2: Turn to the right so your right side faces the screen.
221,"Step 3: Lie on back, bend knees, place feet on floor."
221,"Step 4: Place hands by ears, fingers pointing toward shoulders."
221,"Step 5: Press into hands and feet, lifting body upward."
221,"Step 6: Straighten arms and legs, chest open to screen."
222,"Step 1: Start in standing forward position, facing the screen."
222,Step 2: Turn to the left so your left side faces the screen.
222,"Step 3: Lie on back, bend knees, place feet on floor."
222,"Step 4: Place hands by ears, fingers pointing toward shoulders."
222,"Step 5: Press into hands and feet, lifting body upward."
222,"Step 6: Straighten arms and legs, chest open to screen."
223,"Step 1: Start in standing forward position, facing the screen."
223,Step 2: Turn to the right so your right side faces the screen.
223,Step 3: Kneel on floor with thighs vertical.
223,Step 4: Lean back and place hands on ankles.
223,"Step 5: Lift chest upward, arching back."
223,Step 6: Gaze upward toward the screen.
224,"Step 1: Start in standing forward position, facing the screen."
224,Step 2: Turn to the left so your left side faces the screen.
224,Step 3: Kneel on floor with thighs vertical.
224,Step 4: Lean back and place hands on ankles.
224,"Step 5: Lift chest upward, arching back."
224,Step 6: Gaze upward toward the screen.
225,"Step 1: Start in standing forward position, facing the screen."
225,Step 2: Turn to the right so your right side faces the screen.
225,Step 3: Come to hands and knees in tabletop.
225,Step 4: Lift right leg back and up.
225,Step 5: Extend left arm forward.
225,Step 6: Balance and gaze at the screen.
226,"Step 1: Start in standing forward position, facing the screen."
226,Step 2: Turn to the left so your left side faces the screen.
226,Step 3: Come to hands and knees in tabletop.
226,Step 4: Lift left leg back and up.
226,Step 5: Extend right arm forward.
226,Step 6: Balance and gaze at the screen.
227,"Step 1: Start in standing forward position, facing the screen."
227,Step 2: Turn to the right so your right side faces the screen.
227,Step 3: Lie on stomach with legs extended back.
227,"Step 4: Place palms beside chest, press into hands."
227,"Step 5: Lift torso and thighs off floor, arms straight."
227,"Step 6: Open chest forward, gaze at the screen."
228,"Step 1: Start in standing forward position, facing the screen."
228,Step 2: Turn to the left so your left side faces the screen.
228,Step 3: Lie on stomach with legs extended back.
228,"Step 4: Place palms beside chest, press into hands."
228,"Step 5: Lift torso and thighs off floor, arms straight."
228,"Step 6: Open chest forward, gaze at the screen."
229,"Step 1: Start in standing forward position, facing the screen."
229,Step 2: Turn to the right so your right side faces the screen.
229,"Step 3: Lie on back, bend knees, feet flat near hips."
229,"Step 4: Place hands by ears, fingers toward shoulders."
229,"Step 5: Press into hands and feet, lifting hips and chest."
229,"Step 6: Straighten arms and legs into full arch, gaze at screen."
230,"Step 1: Start in standing forward position, facing the screen."
230,Step 2: Turn to the left so your left side faces the screen.
230,"Step 3: Lie on back, bend knees, feet flat near hips."
230,"Step 4: Place hands by ears, fingers toward shoulders."
230,"Step 5: Press into hands and feet, lifting hips and chest."
230,"Step 6: Straighten arms and legs into full arch, gaze at screen."
231,"Step 1: Start in standing forward position, facing the screen."
231,Step 2: Turn to the right so your right side faces the screen.
231,"Step 3: From side plank, step right foot behind body."
231,Step 4: Lift hips and arch chest upward.
231,Step 5: Extend right arm overhead in a curve.
231,Step 6: Gaze at the screen or upward.
232,"Step 1: Start in standing forward position, facing the screen."
232,Step 2: Turn to the left so your left side faces the screen.
232,"Step 3: From side plank, step left foot behind body."
232,Step 4: Lift hips and arch chest upward.
232,Step 5: Extend left arm overhead in a curve.
232,Step 6: Gaze at the screen or upward.
233,"Step 1: Start in standing forward position, facing the screen."
233,Step 2: Turn to the right so your right side faces the screen.
233,Step 3: Sit with legs extended.
233,"Step 4: Lift both legs, placing feet behind head."
233,"Step 5: Balance on sit bones, chest lifted."
233,Step 6: Gaze forward at the screen.
234,"Step 1: Start in standing forward position, facing the screen."
234,Step 2: Turn to the left so your left side faces the screen.
234,Step 3: Sit with legs extended.
234,"Step 4: Lift both legs, placing feet behind head."
234,"Step 5: Balance on sit bones, chest lifted."
234,Step 6: Gaze forward at the screen.
235,"Step 1: Start in standing forward position, facing the screen."
235,Step 2: Turn to the right so your right side faces the screen.
235,"Step 3: Lie face down, place chin and chest on floor."
235,"Step 4: Lift legs overhead, balancing on chin and hands."
235,"Step 5: Engage core and hold steady, gaze at screen."
236,"Step 1: Start in standing forward position, facing the screen."
236,Step 2: Turn to the left so your left side faces the screen.
236,"Step 3: Lie face down, place chin and chest on floor."
236,"Step 4: Lift legs overhead, balancing on chin and hands."
236,"Step 5: Engage core and hold steady, gaze at screen."
237,"Step 1: Start in standing forward position, facing the screen."
237,Step 2: Turn to the right so your right side faces the screen.
237,"Step 3: Squat down, place hands on floor shoulder-width."
237,Step 4: Press knees to upper arms.
237,"Step 5: Shift weight forward, lift feet off floor."
237,"Step 6: Balance on hands, gaze at the screen."
238,"Step 1: Start in standing forward position, facing the screen."
238,Step 2: Turn to the left so your left side faces the screen.
238,"Step 3: Squat down, place hands on floor shoulder-width."
238,Step 4: Press knees to upper arms.
238,"Step 5: Shift weight forward, lift feet off floor."
238,"Step 6: Balance on hands, gaze at the screen."
239,"Step 1: Start in standing forward position, facing the screen."
239,Step 2: Turn to the right so your right side faces the screen.
239,"Step 3: Squat down, place palms on floor."
239,"Step 4: Bend elbows, place knees on upper arms."
239,"Step 5: Shift weight forward, lifting feet off floor."
239,"Step 6: Balance on hands, gaze at the screen."
240,"Step 1: Start in standing forward position, facing the screen."
240,Step 2: Turn to the left so your left side faces the screen.
240,"Step 3: Squat down, place palms on floor."
240,"Step 4: Bend elbows, place knees on upper arms."
240,"Step 5: Shift weight forward, lifting feet off floor."
240,"Step 6: Balance on hands, gaze at the screen."
241,"Step 1: Start in standing forward position, facing the screen."
241,Step 2: Turn to the right so your right side faces the screen.
241,Step 3: Lie on back and roll legs overhead to floor.
241,Step 4: Bend knees beside ears.
241,"Step 5: Wrap arms around legs, pressing knees inward."
241,Step 6: Keep gaze soft toward the screen.
242,"Step 1: Start in standing forward position, facing the screen."
242,Step 2: Turn to the left so your left side faces the screen.
242,Step 3: Lie on back and roll legs overhead to floor.
242,Step 4: Bend knees beside ears.
242,"Step 5: Wrap arms around legs, pressing knees inward."
242,Step 6: Keep gaze soft toward the screen.
243,"Step 1: Start in standing forward position, facing the screen."
243,Step 2: Turn to the right so your right side faces the screen.
243,Step 3: Sit down and cross right ankle over left foot.
243,Step 4: Thread right leg over right shoulder.
243,"Step 5: Plant hands on floor, lift hips and legs."
243,"Step 6: Balance on arms, gaze at the screen."
244,"Step 1: Start in standing forward position, facing the screen."
244,Step 2: Turn to the left so your left side faces the screen.
244,Step 3: Sit down and cross left ankle over right foot.
244,Step 4: Thread left leg over left shoulder.
244,"Step 5: Plant hands on floor, lift hips and legs."
244,"Step 6: Balance on arms, gaze at the screen."
245,"Step 1: Start in standing forward position, facing the screen."
245,Step 2: Turn to the right so your right side faces the screen.
245,Step 3: Come onto forearms with elbows under shoulders.
245,Step 4: Kick legs upward into balance over shoulders.
245,"Step 5: Keep core tight, legs extended upward."
245,Step 6: Gaze softly at the screen.
246,"Step 1: Start in standing forward position, facing the screen."
246,Step 2: Turn to the left so your left side faces the screen.
246,Step 3: Come onto forearms with elbows under shoulders.
246,Step 4: Kick legs upward into balance over shoulders.
246,"Step 5: Keep core tight, legs extended upward."
246,Step 6: Gaze softly at the screen.
247,"Step 1: Start in standing forward position, facing the screen."
247,Step 2: Turn to the right so your right side faces the screen.
247,Step 3: Sit with legs forward and place right leg over right shoulder.
247,Step 4: Plant both hands on the floor beside hips.
247,Step 5: Lift body and extend left leg forward.
247,Step 6: Balance on hands while gaze remains at the screen.
248,"Step 1: Start in standing forward position, facing the screen."
248,Step 2: Turn to the left so your left side faces the screen.
248,Step 3: Sit with legs forward and place left leg over left shoulder.
248,Step 4: Plant both hands on the floor beside hips.
248,Step 5: Lift body and extend right leg forward.
248,Step 6: Balance on hands while gaze remains at the screen.
249,"Step 1: Start in standing forward position, facing the screen."
249,Step 2: Turn to the right so your right side faces the screen.
249,Step 3: Sit down and cross legs in lotus position.
249,Step 4: Thread arms through legs and fold forward.
249,"Step 5: Curl body into tight ball, resting head down."
249,Step 6: Keep gentle gaze toward the screen.
250,"Step 1: Start in standing forward position, facing the screen."
250,Step 2: Turn to the left so your left side faces the screen.
250,Step 3: Sit down and cross legs in lotus position.
250,Step 4: Thread arms through legs and fold forward.
250,"Step 5: Curl body into tight ball, resting head down."
250,Step 6: Keep gentle gaze toward the screen.
251,"Step 1: Start in standing forward position, facing the screen."
251,Step 2: Turn to the right so your right side faces the screen.
251,Step 3: Bend forward and slide arms under thighs.
251,Step 4: Place palms on the floor and shift weight forward.
251,"Step 5: Lift legs off floor, extending them outward."
251,"Step 6: Balance on hands, gaze toward the screen."
252,"Step 1: Start in standing forward position, facing the screen."
252,Step 2: Turn to the left so your left side faces the screen.
252,Step 3: Bend forward and slide arms under thighs.
252,Step 4: Place palms on the floor and shift weight forward.
252,"Step 5: Lift legs off floor, extending them outward."
252,"Step 6: Balance on hands, gaze toward the screen."
253,"Step 1: Start in standing forward position, facing the screen."
253,Step 2: Turn to the right so your right side faces the screen.
253,Step 3: Sit with legs extended forward and lean back slightly.
253,"Step 4: Lift both legs off the ground, keeping them together."
253,Step 5: Stretch arms forward parallel to floor.
253,"Step 6: Balance on sit bones, gaze at the screen."
254,"Step 1: Start in standing forward position, facing the screen."
254,Step 2: Turn to the left so your left side faces the screen.
254,Step 3: Sit with legs extended forward and lean back slightly.
254,"Step 4: Lift both legs off the ground, keeping them together."
254,Step 5: Stretch arms forward parallel to floor.
254,"Step 6: Balance on sit bones, gaze at the screen."
255,"Step 1: Start in standing forward position, facing the screen."
255,Step 2: Turn to the right so your right side faces the screen.
255,Step 3: Squat down and place palms on the floor.
255,Step 4: Hook right leg over right arm.
255,Step 5: Shift weight forward and lift left leg off floor.
255,"Step 6: Balance on hands, gaze at the screen."
256,"Step 1: Start in standing forward position, facing the screen."
256,Step 2: Turn to the left so your left side faces the screen.
256,Step 3: Squat down and place palms on the floor.
256,Step 4: Hook left leg over left arm.
256,Step 5: Shift weight forward and lift right leg off floor.
256,"Step 6: Balance on hands, gaze at the screen."
257,"Step 1: Start in standing forward position, facing the screen."
257,Step 2: Turn to the right so your right side faces the screen.
257,Step 3: Squat down and place palms on the floor.
257,Step 4: Hook right leg across right arm and twist torso.
257,"Step 5: Shift weight forward, lift left leg off floor."
257,"Step 6: Balance on hands, gaze toward the screen."
258,"Step 1: Start in standing forward position, facing the screen."
258,Step 2: Turn to the left so your left side faces the screen.
258,Step 3: Squat down and place palms on the floor.
258,Step 4: Hook left leg across left arm and twist torso.
258,"Step 5: Shift weight forward, lift right leg off floor."
258,"Step 6: Balance on hands, gaze toward the screen."
259,"Step 1: Start in standing forward position, facing the screen."
259,Step 2: Turn to the right so your right side faces the screen.
259,Step 3: Come onto forearms with elbows shoulder-width apart.
259,Step 4: Kick legs upward into balance over shoulders.
259,"Step 5: Keep legs together, core strong."
259,Step 6: Gaze softly at the screen.
260,"Step 1: Start in standing forward position, facing the screen."
260,Step 2: Turn to the left so your left side faces the screen.
260,Step 3: Come onto forearms with elbows shoulder-width apart.
260,Step 4: Kick legs upward into balance over shoulders.
260,"Step 5: Keep legs together, core strong."
260,Step 6: Gaze softly at the screen.
261,"Step 1: Start in standing forward position, facing the screen."
261,Step 2: Turn to the right so your right side faces the screen.
261,"Step 3: Bend knees and squat low, crossing right ankle over left thigh."
261,"Step 4: Twist torso to the left, planting palms on floor."
261,Step 5: Extend right leg outward to side.
261,"Step 6: Balance on arms, gaze at the screen."
262,"Step 1: Start in standing forward position, facing the screen."
262,Step 2: Turn to the left so your left side faces the screen.
262,"Step 3: Bend knees and squat low, crossing left ankle over right thigh."
262,"Step 4: Twist torso to the right, planting palms on floor."
262,Step 5: Extend left leg outward to side.
262,"Step 6: Balance on arms, gaze at the screen."
263,"Step 1: Start in standing forward position, facing the screen."
263,Step 2: Turn to the right so your right side faces the screen.
263,Step 3: Place palms on the floor shoulder-width apart.
263,Step 4: Kick both legs upward into balance.
263,"Step 5: Straighten arms, legs, and body fully."
263,Step 6: Gaze softly between hands toward the screen.
264,"Step 1: Start in standing forward position, facing the screen."
264,Step 2: Turn to the left so your left side faces the screen.
264,Step 3: Place palms on the floor shoulder-width apart.
264,Step 4: Kick both legs upward into balance.
264,"Step 5: Straighten arms, legs, and body fully."
264,Step 6: Gaze softly between hands toward the screen.
265,"Step 1: Start in standing forward position, facing the screen."
265,Step 2: Turn to the right so your right side faces the screen.
265,"Step 3: Place forearms on floor, clasping hands together."
265,Step 4: Rest crown of head on floor between hands.
265,Step 5: Kick legs upward into straight vertical line.
265,Step 6: Engage core and gaze softly at the screen.
266,"Step 1: Start in standing forward position, facing the screen."
266,Step 2: Turn to the left so your left side faces the screen.
266,"Step 3: Place forearms on floor, clasping hands together."
266,Step 4: Rest crown of head on floor between hands.
266,Step 5: Kick legs upward into straight vertical line.
266,Step 6: Engage core and gaze softly at the screen.
267,"Step 1: Start in standing forward position, facing the screen."
267,Step 2: Turn to the right so your right side faces the screen.
267,"Step 3: Place palms on floor, elbows bent."
267,Step 4: Rest crown of head on floor between hands.
267,Step 5: Lift legs upward into balance over shoulders.
267,"Step 6: Engage core, hold steady, gaze at screen."
268,"Step 1: Start in standing forward position, facing the screen."
268,Step 2: Turn to the left so your left side faces the screen.
268,"Step 3: Place palms on floor, elbows bent."
268,Step 4: Rest crown of head on floor between hands.
268,Step 5: Lift legs upward into balance over shoulders.
268,"Step 6: Engage core, hold steady, gaze at screen."
269,"Step 1: Start in standing forward position, facing the screen."
269,Step 2: Turn to the right so your right side faces the screen.
269,Step 3: Sit with legs extended.
269,"Step 4: Lift both legs overhead, bending knees to sides."
269,Step 5: Hold ankles or shins for support.
269,"Step 6: Balance on sit bones, gaze at the screen."
270,"Step 1: Start in standing forward position, facing the screen."
